billing_month,season,avg_temperature_c,household_size,working_days,ownership_status,water_liter,electricity_kwh,gas_m3,energy_efficiency_rating,water_rate,electricity_rate,gas_rate
2,Winter,8.6,1,21.0,Rented,3166.2,175.02,44.29,D,0.0015,0.18,0.1
12,Winter,6.2,3,21.0,Rented,9781.1,403.01,127.58,B,0.0017,0.16,0.07
12,Winter,8.5,1,23.0,Rented,2975.3,265.98,39.27,B,0.0012,0.19,0.09
7,Summer,27.0,1,26.0,Rented,3041.5,226.75,22.88,C,0.0018,0.19,0.07
2,Winter,8.6,2,28.0,Rented,4869.4,550.88,84.08,E,0.0019,0.17,0.05
1,Winter,10.5,5,22.0,Rented,16032.7,673.92,157.65,B,0.0019,0.16,0.08
8,Summer,26.5,4,24.0,Rented,12219.5,677.57,67.46,D,0.0012,0.16,0.08
8,Summer,25.0,1,23.0,Rented,2758.4,219.16,21.45,B,0.0011,0.17,0.08
12,Winter,13.6,4,24.0,Owned,12339.4,670.61,171.97,A,0.0011,0.18,0.07
12,Winter,9.1,1,26.0,Owned,3688.1,229.01,13.76,B,0.0011,0.19,0.1
1,Winter,6.2,5,28.0,Rented,17495.1,563.61,211.15,A,0.0018,0.13,0.08
8,Summer,28.6,5,22.0,Owned,16180.6,1017.34,98.31,B,0.0013,0.18,0.05
8,Summer,30.4,1,24.0,Rented,3269.2,178.12,19.73,B,0.0014,0.19,0.06
8,Summer,26.9,4,26.0,Rented,10637.9,835.2,77.61,B,0.0011,0.13,0.09
1,Winter,11.1,2,25.0,Rented,6318.4,255.86,82.75,B,0.0017,0.14,0.07
6,Summer,26.1,4,26.0,Rented,13821.5,825.23,81.84,C,0.002,0.18,0.06
12,Winter,11.3,3,23.0,Owned,9551.9,421.11,125.83,C,0.002,0.16,0.06
6,Summer,28.2,4,24.0,Rented,12027.1,588.22,74.98,B,0.0015,0.2,0.06
1,Winter,6.4,6,24.0,Owned,23251.8,1150.34,191.54,D,0.0012,0.2,0.05
1,Winter,7.2,4,24.0,Rented,12639.8,557.45,171.57,B,0.0016,0.13,0.05
12,Winter,9.7,4,24.0,Rented,10706.1,860.48,158.65,C,0.0019,0.17,0.08
8,Summer,28.1,1,24.0,Owned,3343.9,113.46,25.19,B,0.0013,0.16,0.07
6,Summer,30.3,2,23.0,Rented,7378.6,519.36,40.44,D,0.0011,0.19,0.1
8,Summer,27.2,3,28.0,Owned,9585.1,440.12,52.33,B,0.0018,0.13,0.06
12,Winter,8.0,4,18.0,Rented,12941.8,699.04,193.88,D,0.001,0.14,0.05
12,Winter,6.7,4,23.0,Owned,14017.1,807.98,155.13,D,0.001,0.18,0.1
12,Winter,8.8,6,25.0,Rented,18359.5,803.38,220.21,A,0.0019,0.16,0.05
12,Winter,9.1,5,25.0,Owned,14475.5,449.49,198.7,B,0.0016,0.12,0.06
1,Winter,5.2,6,21.0,Rented,15916.9,974.31,247.71,C,0.0012,0.19,0.1
2,Winter,12.8,1,19.0,Owned,2845.7,67.91,39.28,B,0.001,0.17,0.08
2,Winter,10.4,4,28.0,Rented,9328.9,390.53,134.51,B,0.0012,0.17,0.08
6,Summer,27.3,2,24.0,Rented,6014.5,370.08,33.69,C,0.0018,0.18,0.07
12,Winter,8.0,1,26.0,Rented,3284.5,169.79,45.96,C,0.0016,0.17,0.07
7,Summer,28.6,3,24.0,Rented,7316.2,414.71,66.37,B,0.0018,0.13,0.07
12,Winter,9.3,3,28.0,Rented,9060.6,469.03,109.01,A,0.0015,0.17,0.07
1,Winter,5.9,1,19.0,Owned,2701.7,120.21,44.15,A,0.0011,0.14,0.06
8,Summer,32.1,1,23.0,Rented,3179.9,182.91,19.72,B,0.0013,0.18,0.08
7,Summer,28.8,5,27.0,Owned,15794.4,625.9,91.67,A,0.0015,0.19,0.07
6,Summer,27.0,6,19.0,Owned,19715.4,963.72,100.77,A,0.0014,0.16,0.06
1,Winter,5.9,6,22.0,Owned,20813.1,923.41,249.16,B,0.0016,0.15,0.07
7,Summer,32.0,4,25.0,Rented,12932.2,802.22,65.09,C,0.0018,0.15,0.07
8,Summer,28.3,3,18.0,Owned,8590.5,502.98,69.25,D,0.0018,0.2,0.1
1,Winter,9.5,2,24.0,Owned,6637.1,258.31,83.78,A,0.0014,0.14,0.07
6,Summer,27.4,6,23.0,Rented,19092.9,994.57,97.52,A,0.0011,0.13,0.08
1,Winter,8.8,3,27.0,Rented,9918.5,712.8,105.22,D,0.0016,0.16,0.09
12,Winter,11.1,2,28.0,Owned,8342.0,474.32,84.77,C,0.0012,0.13,0.09
8,Summer,26.7,4,26.0,Rented,13428.8,600.84,86.68,B,0.0017,0.16,0.1
7,Summer,28.6,2,22.0,Rented,6365.7,559.01,43.3,C,0.0019,0.13,0.06
1,Winter,10.5,5,20.0,Rented,15082.3,765.4,182.55,C,0.0018,0.18,0.09
1,Winter,12.8,1,18.0,Owned,3673.8,117.49,36.4,B,0.0013,0.14,0.09
1,Winter,8.2,1,19.0,Owned,2391.9,174.77,27.63,C,0.0017,0.16,0.08
6,Summer,25.7,5,17.0,Rented,16544.5,659.8,106.07,A,0.0018,0.13,0.07
12,Winter,11.1,2,23.0,Owned,7016.3,359.92,90.8,A,0.0018,0.18,0.06
6,Summer,25.9,6,28.0,Rented,17552.4,931.15,115.92,B,0.0014,0.15,0.1
2,Winter,13.8,2,22.0,Rented,5938.4,232.05,82.76,A,0.0018,0.14,0.09
1,Winter,8.3,1,22.0,Rented,3141.0,133.71,36.53,B,0.002,0.16,0.09
2,Winter,11.8,4,23.0,Rented,10580.5,452.18,155.59,B,0.0017,0.17,0.05
12,Winter,5.3,3,28.0,Owned,10653.3,254.1,116.81,A,0.0015,0.18,0.07
2,Winter,13.6,4,22.0,Owned,12888.9,538.26,139.32,A,0.001,0.16,0.06
1,Winter,10.0,1,20.0,Rented,2918.7,226.85,9.68,B,0.0014,0.12,0.08
6,Summer,26.3,3,18.0,Rented,10572.3,694.98,66.77,B,0.0018,0.12,0.08
12,Winter,9.6,3,28.0,Rented,8194.7,621.13,108.44,A,0.0018,0.2,0.06
12,Winter,8.8,2,25.0,Owned,5993.8,358.31,26.3,A,0.0016,0.16,0.07
1,Winter,7.3,3,21.0,Rented,9044.8,587.71,131.25,D,0.0019,0.16,0.09
12,Winter,11.5,2,25.0,Rented,6074.4,247.3,79.78,A,0.0011,0.12,0.06
7,Summer,28.3,6,26.0,Rented,15793.8,1174.69,115.43,C,0.0011,0.13,0.07
12,Winter,10.9,4,25.0,Owned,15274.2,514.43,177.41,B,0.0016,0.16,0.07
12,Winter,11.4,2,22.0,Rented,6119.2,468.78,81.57,C,0.0017,0.19,0.06
2,Winter,9.8,2,19.0,Rented,5765.2,192.96,81.72,B,0.0019,0.17,0.07
7,Summer,32.9,3,25.0,Rented,9674.3,421.1,60.21,B,0.0018,0.16,0.08
8,Summer,25.3,6,28.0,Owned,22202.3,525.03,123.25,B,0.0019,0.2,0.07
6,Summer,29.1,3,24.0,Owned,9776.0,702.69,64.38,C,0.0013,0.2,0.09
7,Summer,32.1,5,26.0,Rented,14765.4,730.34,98.79,D,0.0012,0.16,0.07
1,Winter,9.1,1,26.0,Rented,3400.6,278.5,9.91,D,0.0012,0.19,0.08
6,Summer,28.6,4,21.0,Owned,13055.3,920.17,90.39,D,0.0013,0.15,0.07
1,Winter,5.3,1,25.0,Rented,2928.9,119.13,37.24,B,0.0017,0.19,0.07
12,Winter,8.4,6,19.0,Rented,12892.4,692.56,246.19,A,0.0013,0.13,0.07
7,Summer,31.7,2,25.0,Rented,5488.9,464.38,39.13,D,0.0017,0.17,0.05
7,Summer,26.3,2,24.0,Rented,5398.7,290.33,42.35,B,0.001,0.18,0.08
1,Winter,3.1,6,19.0,Rented,20015.4,1143.45,249.22,D,0.0016,0.18,0.09
6,Summer,25.8,1,28.0,Owned,3135.3,144.15,20.61,B,0.0015,0.17,0.08
6,Summer,25.5,5,26.0,Rented,14732.4,1243.78,115.99,C,0.0013,0.17,0.07
2,Winter,6.6,4,25.0,Rented,11848.4,533.83,144.02,B,0.0013,0.2,0.06
2,Winter,7.9,2,24.0,Rented,6900.6,251.04,84.55,B,0.0013,0.17,0.06
2,Winter,10.5,2,28.0,Rented,5992.7,363.73,80.25,C,0.0019,0.18,0.1
1,Winter,8.5,4,26.0,Rented,12388.5,689.24,176.48,D,0.0018,0.15,0.06
7,Summer,26.6,1,22.0,Owned,3267.5,158.08,15.96,A,0.0013,0.15,0.06
7,Summer,31.3,4,24.0,Rented,13554.7,805.49,83.92,C,0.0017,0.14,0.1
6,Summer,23.1,5,27.0,Rented,12726.1,749.29,96.86,B,0.0014,0.14,0.07
1,Winter,14.3,3,23.0,Rented,10498.7,145.37,111.69,B,0.0016,0.16,0.09
12,Winter,11.2,3,28.0,Rented,6288.8,396.2,109.26,A,0.0019,0.16,0.06
8,Summer,29.9,4,23.0,Rented,12062.2,769.85,89.01,D,0.0011,0.17,0.07
8,Summer,25.3,3,24.0,Rented,9081.8,394.25,49.63,B,0.0011,0.19,0.07
1,Winter,3.9,3,28.0,Rented,10699.0,647.67,124.8,B,0.002,0.14,0.06
1,Winter,6.8,2,24.0,Owned,7003.4,241.54,88.64,A,0.0013,0.19,0.08
7,Summer,26.6,4,24.0,Rented,10393.8,840.34,75.51,B,0.0012,0.17,0.1
12,Winter,10.0,3,22.0,Rented,8371.1,728.64,127.78,D,0.0014,0.19,0.1
12,Winter,9.9,2,28.0,Owned,6700.4,238.94,70.98,A,0.0017,0.17,0.09
8,Summer,28.1,6,26.0,Rented,18734.2,764.81,120.16,A,0.0011,0.18,0.07
12,Winter,8.8,5,28.0,Rented,14186.9,813.81,218.13,A,0.0015,0.13,0.07
12,Winter,9.5,4,24.0,Rented,11398.3,458.34,159.49,A,0.0013,0.14,0.07
12,Winter,6.8,2,24.0,Owned,6148.7,291.81,76.88,A,0.002,0.15,0.09
6,Summer,26.5,5,24.0,Rented,15414.7,478.27,103.31,B,0.0014,0.19,0.09
12,Winter,7.7,2,20.0,Rented,6844.9,159.86,72.95,A,0.0014,0.18,0.06
6,Summer,23.5,1,27.0,Owned,2782.8,273.07,19.39,E,0.0019,0.14,0.06
7,Summer,27.1,3,22.0,Rented,9176.9,583.9,61.27,C,0.0014,0.18,0.05
8,Summer,30.6,4,23.0,Rented,12033.5,497.41,69.83,C,0.0015,0.19,0.08
8,Summer,25.5,6,22.0,Rented,20823.1,1150.62,126.51,B,0.0013,0.16,0.07
6,Summer,24.0,1,23.0,Rented,3255.8,158.66,20.2,B,0.0018,0.14,0.09
8,Summer,28.4,1,26.0,Owned,3121.8,197.39,22.38,B,0.002,0.15,0.09
8,Summer,28.7,1,28.0,Owned,3698.8,120.15,15.73,B,0.002,0.12,0.09
1,Winter,12.3,4,28.0,Owned,14594.4,617.98,167.06,A,0.0016,0.14,0.06
2,Winter,8.4,2,20.0,Rented,5902.4,232.41,83.02,A,0.0014,0.17,0.08
8,Summer,29.4,5,20.0,Rented,16205.1,1119.25,92.71,C,0.0016,0.14,0.08
2,Winter,10.8,3,20.0,Rented,9776.3,334.85,124.38,D,0.0012,0.2,0.05
1,Winter,13.8,4,22.0,Owned,12714.2,619.33,153.34,B,0.0016,0.18,0.09
8,Summer,29.6,3,24.0,Rented,7527.8,599.56,63.88,B,0.0018,0.18,0.09
7,Summer,28.9,3,20.0,Owned,10204.1,519.27,53.82,D,0.0011,0.19,0.1
12,Winter,12.1,2,24.0,Rented,6747.4,462.69,91.99,D,0.0013,0.18,0.08
8,Summer,25.4,6,27.0,Rented,16859.9,1073.44,133.32,A,0.0017,0.16,0.08
2,Winter,10.2,1,24.0,Rented,2702.8,125.07,37.18,B,0.0011,0.14,0.08
8,Summer,26.7,3,26.0,Rented,10511.0,572.23,49.62,A,0.0013,0.13,0.09
6,Summer,27.4,3,28.0,Rented,9135.3,350.45,63.1,B,0.001,0.15,0.05
1,Winter,8.5,2,23.0,Rented,6934.7,340.98,18.57,B,0.0018,0.2,0.09
2,Winter,11.8,4,23.0,Rented,12755.4,595.33,161.37,A,0.0011,0.18,0.07
12,Winter,7.0,1,22.0,Rented,2780.4,138.22,37.1,D,0.0017,0.2,0.07
2,Winter,7.7,2,22.0,Rented,6354.6,252.34,71.5,C,0.0016,0.19,0.07
2,Winter,16.2,3,28.0,Rented,9314.7,537.73,105.48,E,0.0015,0.16,0.06
2,Winter,9.0,1,25.0,Rented,3241.2,262.95,38.31,D,0.0017,0.19,0.07
1,Winter,10.0,2,24.0,Rented,5638.8,360.94,82.47,A,0.0014,0.19,0.08
7,Summer,29.1,5,26.0,Rented,13702.0,631.54,91.77,A,0.001,0.17,0.08
2,Winter,12.4,6,24.0,Owned,19572.3,818.22,269.59,B,0.0011,0.17,0.07
6,Summer,29.1,5,23.0,Owned,17607.8,831.21,92.18,B,0.0012,0.15,0.07
6,Summer,26.6,5,28.0,Rented,13460.4,1109.39,90.6,D,0.0018,0.16,0.06
1,Winter,10.3,6,23.0,Rented,20293.5,1155.76,267.2,B,0.0018,0.18,0.1
1,Winter,4.5,1,23.0,Rented,3238.7,117.21,42.0,A,0.0014,0.17,0.07
1,Winter,6.8,3,26.0,Owned,10304.2,684.16,111.3,A,0.0016,0.18,0.1
8,Summer,28.9,5,23.0,Rented,17076.1,755.33,101.19,A,0.001,0.13,0.08
2,Winter,9.4,2,24.0,Rented,6166.5,306.19,71.67,B,0.0017,0.16,0.08
12,Winter,11.6,4,26.0,Rented,13575.0,699.8,148.14,C,0.0014,0.17,0.08
2,Winter,9.6,3,25.0,Owned,13016.3,270.8,139.82,C,0.0012,0.16,0.1
2,Winter,13.1,6,23.0,Rented,17717.9,942.47,211.88,A,0.0011,0.18,0.08
8,Summer,31.6,2,21.0,Rented,6433.2,414.27,40.66,C,0.0018,0.18,0.06
6,Summer,27.0,5,24.0,Owned,18153.6,1092.2,105.7,B,0.0018,0.14,0.09
1,Winter,8.6,5,23.0,Owned,18638.8,507.92,160.77,B,0.0011,0.16,0.07
12,Winter,10.3,5,21.0,Rented,13038.3,1273.76,81.24,D,0.0015,0.2,0.09
1,Winter,7.9,3,27.0,Owned,10418.4,702.94,117.62,C,0.0019,0.19,0.09
12,Winter,10.4,2,26.0,Rented,5901.7,271.86,85.92,A,0.0011,0.18,0.07
12,Winter,11.9,1,24.0,Rented,3478.5,120.37,37.07,B,0.0017,0.13,0.08
7,Summer,27.5,3,22.0,Rented,10087.7,384.53,68.26,A,0.0015,0.14,0.06
6,Summer,22.5,1,25.0,Rented,2912.6,134.21,21.4,C,0.0016,0.15,0.07
6,Summer,23.7,6,28.0,Rented,17729.4,1750.97,112.41,D,0.0017,0.18,0.09
8,Summer,29.7,3,23.0,Rented,9215.5,493.5,58.64,B,0.0014,0.18,0.05
1,Winter,7.8,6,28.0,Owned,21130.8,942.13,270.64,D,0.0012,0.18,0.08
2,Winter,8.5,4,19.0,Rented,12659.2,1195.45,146.29,D,0.0014,0.17,0.07
12,Winter,4.3,3,22.0,Owned,12358.8,562.07,126.36,B,0.0017,0.16,0.08
2,Winter,11.3,2,17.0,Rented,5893.9,350.75,77.45,D,0.0014,0.13,0.06
6,Summer,28.9,5,21.0,Owned,16228.0,1274.43,86.3,D,0.0015,0.17,0.09
2,Winter,13.0,2,26.0,Rented,7213.7,316.55,82.67,D,0.0017,0.14,0.08
7,Summer,28.7,4,23.0,Owned,13852.6,985.2,88.33,D,0.0018,0.17,0.08
12,Winter,8.0,4,23.0,Rented,12627.3,503.07,147.6,B,0.0018,0.16,0.09
1,Winter,7.4,4,23.0,Rented,10535.9,825.29,166.76,D,0.0016,0.18,0.05
1,Winter,9.1,1,20.0,Rented,2988.5,211.55,41.38,D,0.0011,0.15,0.05
2,Winter,9.8,5,25.0,Owned,14139.7,474.69,79.91,B,0.0018,0.13,0.06
1,Winter,11.4,1,23.0,Owned,4140.8,159.53,33.88,A,0.0017,0.19,0.1
6,Summer,25.2,6,21.0,Owned,21628.7,1097.45,108.39,B,0.0011,0.16,0.07
7,Summer,27.6,1,20.0,Rented,3016.2,145.68,19.94,B,0.0019,0.17,0.07
7,Summer,23.3,1,26.0,Rented,2882.7,158.3,22.43,A,0.0017,0.14,0.09
8,Summer,28.1,4,23.0,Owned,11860.0,713.61,78.89,B,0.002,0.16,0.1
2,Winter,10.5,3,23.0,Rented,8136.1,588.29,120.78,D,0.0013,0.17,0.07
1,Winter,10.2,3,23.0,Rented,9373.0,374.94,83.43,A,0.0019,0.16,0.08
12,Winter,6.5,6,28.0,Rented,19025.3,1188.24,240.35,C,0.0017,0.12,0.1
1,Winter,8.9,4,21.0,Rented,14256.9,913.13,129.57,E,0.0016,0.19,0.07
12,Winter,9.5,6,25.0,Rented,20386.4,518.61,270.79,B,0.0013,0.13,0.08
1,Winter,7.2,3,22.0,Rented,9614.7,543.29,121.3,E,0.0019,0.17,0.08
1,Winter,9.0,6,26.0,Owned,17471.4,708.14,231.95,C,0.0017,0.18,0.08
1,Winter,9.6,6,22.0,Owned,20592.7,914.47,277.61,B,0.0011,0.2,0.06
12,Winter,13.5,4,24.0,Owned,13303.9,717.86,180.31,C,0.0017,0.15,0.09
6,Summer,28.6,4,24.0,Owned,14052.8,473.54,84.37,B,0.0015,0.19,0.06
8,Summer,26.8,6,26.0,Rented,18069.4,539.54,117.67,A,0.0014,0.17,0.06
12,Winter,11.1,1,24.0,Owned,3467.9,197.48,28.51,B,0.0011,0.16,0.08
7,Summer,28.2,5,23.0,Owned,16293.4,251.99,101.13,A,0.0012,0.16,0.05
12,Winter,8.1,6,27.0,Rented,19507.3,1060.18,239.38,B,0.001,0.12,0.08
1,Winter,10.7,4,22.0,Rented,10842.3,551.09,135.97,A,0.0011,0.17,0.08
2,Winter,12.1,5,25.0,Rented,15607.9,641.55,230.12,A,0.0014,0.19,0.06
12,Winter,7.6,4,24.0,Rented,11685.9,609.49,176.02,B,0.0012,0.18,0.1
7,Summer,32.9,5,24.0,Rented,15349.9,856.2,77.33,C,0.0012,0.18,0.06
2,Winter,12.3,3,21.0,Owned,9492.3,461.65,125.16,D,0.0017,0.15,0.06
12,Winter,11.3,2,25.0,Owned,6131.7,134.71,74.09,A,0.0019,0.15,0.08
1,Winter,9.2,5,25.0,Owned,18620.6,960.18,181.31,C,0.0014,0.19,0.09
6,Summer,25.7,4,28.0,Owned,14563.4,1063.84,79.06,D,0.0016,0.2,0.09
6,Summer,25.7,5,27.0,Owned,17890.4,749.35,103.47,B,0.002,0.19,0.08
2,Winter,13.2,5,21.0,Rented,15133.5,532.06,204.66,B,0.0017,0.18,0.09
6,Summer,25.7,6,20.0,Rented,17429.9,960.32,145.62,D,0.0012,0.17,0.07
2,Winter,13.7,3,27.0,Rented,8753.6,382.47,119.7,D,0.0015,0.15,0.06
7,Summer,27.4,2,28.0,Rented,5992.2,503.4,37.42,D,0.0012,0.19,0.07
1,Winter,7.2,3,21.0,Rented,10000.5,160.85,140.03,A,0.0016,0.15,0.1
2,Winter,11.4,2,21.0,Rented,5430.5,387.95,72.23,A,0.0013,0.13,0.09
12,Winter,10.7,4,24.0,Owned,14241.5,312.73,163.68,D,0.0017,0.14,0.06
2,Winter,12.4,1,24.0,Rented,3100.1,146.47,32.76,B,0.0013,0.19,0.08
2,Winter,11.0,1,22.0,Rented,2781.0,174.86,41.96,B,0.0014,0.2,0.09
1,Winter,6.6,3,20.0,Rented,8809.2,451.44,111.53,A,0.0012,0.15,0.1
6,Summer,26.5,4,24.0,Owned,15365.5,348.11,83.91,B,0.002,0.15,0.09
7,Summer,25.5,6,21.0,Owned,17761.6,794.98,131.51,A,0.0013,0.19,0.06
1,Winter,11.1,5,28.0,Rented,14790.6,559.97,193.64,C,0.0013,0.2,0.07
12,Winter,6.1,1,26.0,Rented,3209.3,142.6,44.71,B,0.0011,0.19,0.09
12,Winter,13.9,3,19.0,Rented,9283.7,653.09,97.05,D,0.0013,0.17,0.09
12,Winter,10.1,1,27.0,Owned,3682.3,238.71,42.7,C,0.0015,0.14,0.08
1,Winter,8.4,5,27.0,Rented,14147.0,830.88,221.5,A,0.0012,0.18,0.05
12,Winter,10.7,1,28.0,Owned,3126.8,211.26,13.44,C,0.0018,0.13,0.08
1,Winter,9.8,3,25.0,Owned,9917.6,201.89,131.39,B,0.002,0.15,0.1
12,Winter,10.9,6,24.0,Rented,16149.0,866.54,226.14,B,0.0016,0.16,0.06
12,Winter,9.6,5,22.0,Owned,17440.9,645.46,199.14,B,0.0016,0.13,0.06
7,Summer,28.4,5,28.0,Owned,15068.0,682.84,105.99,A,0.0018,0.16,0.08
2,Winter,11.5,5,23.0,Owned,17661.5,1108.1,190.8,E,0.0019,0.15,0.06
2,Winter,9.4,1,28.0,Owned,3424.5,218.84,18.56,A,0.0012,0.17,0.09
6,Summer,31.6,1,20.0,Rented,2869.9,166.55,19.33,B,0.0019,0.2,0.07
6,Summer,26.0,4,23.0,Owned,14606.2,556.68,72.83,B,0.002,0.16,0.07
7,Summer,28.6,4,28.0,Rented,8929.6,666.84,95.62,B,0.001,0.19,0.1
1,Winter,8.7,6,24.0,Owned,20100.3,1201.49,215.14,B,0.002,0.14,0.1
2,Winter,14.9,6,22.0,Owned,16667.6,1158.15,252.17,B,0.0015,0.19,0.05
6,Summer,27.9,5,26.0,Rented,15262.7,927.62,110.26,B,0.0014,0.18,0.08
12,Winter,6.6,5,26.0,Rented,12867.7,955.82,191.14,D,0.0013,0.18,0.06
12,Winter,8.7,3,28.0,Rented,8929.5,652.82,121.59,C,0.0015,0.14,0.07
2,Winter,9.1,5,26.0,Owned,15972.3,762.43,206.97,D,0.0017,0.18,0.07
8,Summer,29.6,6,20.0,Owned,20460.1,1121.16,124.63,C,0.0013,0.17,0.07
12,Winter,7.5,2,24.0,Owned,6425.8,205.0,77.18,D,0.0018,0.18,0.06
2,Winter,13.1,5,24.0,Rented,14941.6,640.23,196.52,B,0.0011,0.19,0.05
8,Summer,27.9,3,22.0,Rented,9714.0,477.73,62.89,C,0.0015,0.13,0.08
12,Winter,10.1,3,19.0,Rented,8837.2,399.95,129.84,D,0.0011,0.18,0.08
12,Winter,9.6,5,22.0,Rented,17254.5,692.45,225.1,A,0.0011,0.17,0.07
8,Summer,30.4,6,24.0,Rented,18516.4,1005.22,110.75,B,0.0011,0.18,0.05
7,Summer,28.9,1,24.0,Rented,2468.3,246.64,23.7,D,0.0017,0.2,0.08
2,Winter,6.9,1,26.0,Rented,2802.7,92.9,36.17,A,0.0016,0.16,0.07
7,Summer,32.4,5,25.0,Owned,16630.2,1304.25,102.63,D,0.0012,0.15,0.09
7,Summer,23.3,5,23.0,Rented,16062.3,1080.43,124.6,B,0.0019,0.2,0.09
6,Summer,26.5,1,19.0,Rented,3177.7,188.8,20.95,B,0.0018,0.18,0.08
8,Summer,27.6,1,23.0,Rented,2669.3,134.37,21.23,B,0.0018,0.2,0.05
1,Winter,8.1,4,20.0,Owned,11785.7,749.34,125.91,B,0.0015,0.15,0.08
7,Summer,29.2,6,20.0,Owned,19326.5,1397.53,116.14,D,0.0019,0.14,0.1
7,Summer,29.4,1,18.0,Rented,2914.5,182.71,23.27,B,0.0013,0.17,0.06
6,Summer,26.3,5,26.0,Owned,17900.9,1375.45,91.83,D,0.0011,0.18,0.1
1,Winter,10.5,5,24.0,Rented,17560.5,519.92,199.18,B,0.0018,0.14,0.08
6,Summer,27.8,2,26.0,Owned,6796.2,284.9,45.34,D,0.0016,0.13,0.1
7,Summer,28.0,4,22.0,Rented,10539.5,733.2,69.25,B,0.0013,0.16,0.09
6,Summer,27.0,4,28.0,Rented,11080.4,648.94,81.34,A,0.001,0.17,0.05
7,Summer,28.3,1,24.0,Owned,2813.8,229.35,22.47,C,0.0016,0.13,0.08
7,Summer,26.7,6,20.0,Rented,20432.7,1062.75,116.39,D,0.0015,0.16,0.05
12,Winter,9.9,6,23.0,Rented,19209.0,1008.79,263.2,A,0.0012,0.14,0.07
8,Summer,31.1,3,18.0,Rented,9882.1,374.09,62.98,B,0.0018,0.14,0.06
12,Winter,9.9,1,19.0,Rented,2714.4,176.09,43.88,A,0.0016,0.12,0.06
8,Summer,29.2,4,28.0,Rented,10510.5,635.05,81.41,B,0.0016,0.2,0.07
1,Winter,6.6,5,21.0,Rented,14511.0,988.71,231.86,C,0.0013,0.15,0.06
1,Winter,5.2,2,24.0,Rented,6092.3,175.3,73.79,D,0.0012,0.17,0.1
1,Winter,9.8,3,19.0,Rented,10090.7,323.26,122.63,A,0.0015,0.16,0.08
8,Summer,25.6,3,24.0,Owned,9901.8,494.53,56.17,D,0.0018,0.18,0.08
8,Summer,30.4,1,28.0,Rented,3485.7,295.52,23.48,E,0.0014,0.17,0.07
12,Winter,10.3,4,22.0,Owned,11463.0,727.38,107.99,D,0.0018,0.18,0.08
8,Summer,28.5,6,28.0,Owned,19036.2,1066.7,123.96,B,0.0014,0.16,0.06
1,Winter,6.9,1,22.0,Rented,2801.4,187.76,39.13,C,0.0012,0.18,0.08
2,Winter,9.3,2,24.0,Owned,7720.7,461.67,84.96,E,0.0016,0.19,0.05
6,Summer,28.5,2,24.0,Rented,6690.7,449.77,42.65,B,0.0011,0.2,0.06
6,Summer,24.4,3,20.0,Rented,8621.8,281.68,61.78,B,0.0013,0.19,0.09
1,Winter,10.5,6,23.0,Rented,17320.1,1201.88,240.24,E,0.0016,0.13,0.08
2,Winter,12.3,1,21.0,Rented,3358.9,185.28,42.45,C,0.0011,0.12,0.09
1,Winter,9.9,1,20.0,Owned,3295.1,152.21,42.59,E,0.0011,0.14,0.05
2,Winter,11.2,6,19.0,Rented,21858.8,923.59,187.27,C,0.0017,0.14,0.08
7,Summer,29.1,3,27.0,Rented,8780.7,410.46,60.47,C,0.0019,0.17,0.06
2,Winter,10.1,4,21.0,Rented,14665.0,813.71,161.64,C,0.001,0.13,0.05
2,Winter,11.4,5,20.0,Owned,15379.0,936.02,203.75,C,0.001,0.19,0.06
7,Summer,28.3,1,28.0,Owned,2689.2,214.79,19.13,C,0.0017,0.18,0.08
12,Winter,8.9,4,28.0,Rented,12080.6,1022.05,167.25,E,0.0017,0.15,0.09
12,Winter,7.3,3,26.0,Rented,8393.3,412.22,128.86,B,0.001,0.18,0.09
8,Summer,29.2,4,24.0,Owned,12988.0,835.13,83.42,D,0.0013,0.19,0.1
1,Winter,4.8,1,23.0,Rented,3303.6,217.78,13.89,B,0.0013,0.14,0.06
2,Winter,8.2,1,19.0,Rented,3293.5,73.99,36.88,A,0.0012,0.16,0.06
12,Winter,10.9,2,21.0,Rented,6141.1,133.27,65.12,C,0.0014,0.15,0.06
2,Winter,8.4,6,25.0,Owned,21979.1,857.88,226.17,B,0.0015,0.18,0.07
2,Winter,11.5,3,28.0,Rented,8099.5,371.35,115.28,A,0.0018,0.16,0.09
2,Winter,11.2,5,28.0,Rented,14585.9,1214.35,194.98,E,0.0013,0.16,0.07
1,Winter,8.5,6,28.0,Rented,18411.2,1515.37,208.68,E,0.0018,0.18,0.06
8,Summer,27.0,6,15.0,Rented,15619.9,1045.53,117.61,A,0.0018,0.18,0.06
8,Summer,28.3,4,20.0,Rented,11310.5,959.59,90.79,C,0.001,0.17,0.09
1,Winter,9.0,6,21.0,Owned,21614.2,822.43,96.7,A,0.0014,0.19,0.09
12,Winter,11.9,3,23.0,Rented,8662.2,501.73,40.71,B,0.0011,0.14,0.06
8,Summer,29.9,2,28.0,Rented,5154.4,239.29,43.18,B,0.0019,0.18,0.05
7,Summer,29.9,6,20.0,Rented,15371.0,1157.6,123.63,B,0.0013,0.17,0.06
2,Winter,10.8,2,23.0,Rented,6113.0,260.54,72.86,A,0.0011,0.19,0.08
2,Winter,10.6,1,25.0,Rented,2956.6,150.17,45.14,A,0.0011,0.16,0.08
